Datetime,Open,High,Low,Close,Volume
2021-09-17T00:00:00,80000.0,80339.8,78851.0,79397.25,13253
2021-09-20T00:00:00,79190.0,79950.0,78510.0,78875.45,11737
2021-09-21T00:00:00,78870.0,79031.3,78050.0,78373.75,10584
2021-09-22T00:00:00,78500.0,80550.0,78500.0,79993.8,16457
2021-09-23T00:00:00,80600.0,80999.0,80001.55,80220.7,6530
2021-09-24T00:00:00,80500.0,80690.0,79055.05,79456.5,11095
2021-09-27T00:00:00,79949.0,82000.0,79144.65,81893.4,20927
2021-09-28T00:00:00,81759.4,81890.0,79810.0,80488.6,14053
2021-09-29T00:00:00,80306.1,80431.5,78901.05,79056.7,25732
2021-09-30T00:00:00,79550.0,79679.95,78652.05,79375.55,16379
2021-10-01T00:00:00,79000.0,79370.0,78510.0,78994.4,8506
2021-10-04T00:00:00,79477.2,80551.95,79400.0,79787.0,10101
2021-10-05T00:00:00,79750.0,80070.0,79232.0,79407.2,5361
2021-10-06T00:00:00,79645.0,79890.0,78500.0,78629.5,9556
2021-10-07T00:00:00,79149.95,81446.4,78860.1,81272.55,22060
2021-10-08T00:00:00,81300.0,86373.45,81100.1,85860.45,54225
2021-10-11T00:00:00,85860.0,87550.0,84720.45,84932.9,28671
2021-10-12T00:00:00,85000.0,86199.95,84380.2,85617.5,16687
2021-10-13T00:00:00,86158.0,86800.0,85440.0,86106.55,11972
2021-10-14T00:00:00,86335.0,86600.0,84999.9,85166.45,7265
2021-10-18T00:00:00,85300.0,86900.0,84000.0,84314.1,20490
2021-10-19T00:00:00,84839.0,85176.25,82589.35,83013.2,15834
2021-10-20T00:00:00,83150.0,83382.45,81000.0,82516.55,28021
2021-10-21T00:00:00,83278.8,83399.95,80900.55,81091.45,18125
2021-10-22T00:00:00,81100.05,82273.25,80080.0,80800.4,24048
2021-10-25T00:00:00,81499.95,81499.95,79016.45,79429.45,19941
2021-10-26T00:00:00,79500.0,80500.0,79283.7,80093.75,7847
2021-10-27T00:00:00,80494.0,80575.0,79200.0,79372.8,6723
2021-10-28T00:00:00,79373.0,79709.2,77300.0,77609.35,12606
2021-10-29T00:00:00,77999.95,78400.0,76650.0,77308.15,9403
2021-11-01T00:00:00,77694.0,78978.15,77250.0,78741.05,7650
2021-11-02T00:00:00,78350.0,79390.0,78350.0,78585.2,6829
2021-11-03T00:00:00,78860.0,79190.0,77800.0,77968.9,7732
2021-11-04T00:00:00,78375.0,78633.95,78100.05,78412.5,1245
2021-11-08T00:00:00,78880.0,80308.0,78550.0,79942.25,9209
2021-11-09T00:00:00,80295.0,80489.85,78001.0,78508.7,23116
2021-11-10T00:00:00,78508.0,78928.75,78050.0,78167.5,9926
2021-11-11T00:00:00,78399.85,78399.85,76900.0,77210.9,12757
2021-11-12T00:00:00,77580.0,78297.85,77254.1,78174.85,11688
2021-11-15T00:00:00,78400.0,78870.05,77800.0,78485.5,10112
2021-11-16T00:00:00,78410.0,79448.0,78210.25,78444.8,16137
2021-11-17T00:00:00,78694.45,79500.0,78527.05,79374.15,10113
2021-11-18T00:00:00,79600.0,79665.95,77299.0,77464.75,10930
2021-11-22T00:00:00,77842.0,77899.0,75020.0,75657.6,15725
2021-11-23T00:00:00,75800.0,76699.0,75093.65,76501.55,7408
2021-11-24T00:00:00,76654.55,77397.85,76114.15,76469.55,6410
2021-11-25T00:00:00,76569.55,76698.0,75280.6,75663.4,10280
2021-11-26T00:00:00,75650.0,75650.0,74511.0,75190.35,9869
2021-11-29T00:00:00,74905.0,75099.95,73050.0,73818.25,8554
2021-11-30T00:00:00,73541.0,75996.0,73541.0,74630.8,25947
2021-12-01T00:00:00,74989.9,75360.0,73501.1,73708.6,11738
2021-12-02T00:00:00,74124.0,74280.0,73250.1,73881.7,11728
2021-12-03T00:00:00,74189.95,74691.85,73764.85,73882.3,6322
2021-12-06T00:00:00,73950.0,74136.65,72954.8,73129.05,7682
2021-12-07T00:00:00,73690.0,73879.8,73351.0,73608.9,4638
2021-12-08T00:00:00,74048.0,75242.75,74009.35,74655.3,8118
2021-12-09T00:00:00,74934.35,75275.0,74101.1,74668.55,6709
2021-12-10T00:00:00,74055.0,75000.0,74000.0,74221.0,4831
2021-12-13T00:00:00,74680.0,75111.0,73645.0,73792.0,7479
2021-12-14T00:00:00,73650.0,74200.0,73500.0,74111.85,5830
2021-12-15T00:00:00,74005.0,74550.0,73800.0,73985.5,3594
2021-12-16T00:00:00,74060.0,74298.65,73100.0,73306.45,8181
2021-12-17T00:00:00,73270.0,73380.0,72100.0,72558.05,10564
2021-12-20T00:00:00,72000.0,72199.9,68700.0,69950.5,19827
2021-12-21T00:00:00,69950.5,71139.7,69950.0,70413.65,11270
2021-12-22T00:00:00,70499.85,71290.0,70236.0,70549.45,8950
2021-12-23T00:00:00,70990.0,71500.0,70700.05,71029.6,8715
2021-12-24T00:00:00,71300.0,71300.0,69706.75,70090.7,8524
2021-12-27T00:00:00,70089.0,70689.45,69010.0,70526.2,7843
2021-12-28T00:00:00,70540.0,71999.0,70540.0,71617.7,8194
2021-12-29T00:00:00,71850.0,72697.85,71400.0,72559.05,9449
2021-12-30T00:00:00,72698.95,72888.0,71850.3,72119.55,6786
2021-12-31T00:00:00,72011.0,73699.25,72011.0,73338.0,6473
2022-01-03T00:00:00,73589.95,73979.95,73113.65,73367.7,5871
2022-01-04T00:00:00,73667.7,74000.0,73350.0,73937.2,6005
2022-01-05T00:00:00,73937.2,74400.0,73783.0,74046.0,7370
2022-01-06T00:00:00,73905.0,74495.0,73200.0,74155.3,7559
2022-01-07T00:00:00,74210.15,74573.95,73551.05,74189.3,5550
2022-01-10T00:00:00,74210.0,74979.1,74150.0,74286.4,5451
2022-01-11T00:00:00,74286.0,74445.0,73918.0,74291.3,5864
2022-01-12T00:00:00,74291.3,75498.1,74260.05,75383.75,7862
2022-01-13T00:00:00,75551.0,76300.0,75030.2,75977.05,9077
2022-01-14T00:00:00,75970.0,76277.15,75345.05,76134.65,4493
2022-01-17T00:00:00,76134.65,77185.45,75800.05,76822.2,6852
2022-01-18T00:00:00,76851.0,77299.9,76000.0,76296.85,8057
2022-01-19T00:00:00,76300.0,76780.3,75650.0,76529.85,6542
2022-01-20T00:00:00,76097.95,76097.95,73500.0,73728.25,16368
2022-01-21T00:00:00,73640.0,74800.0,72054.35,72697.1,11025
2022-01-24T00:00:00,72700.0,72989.95,70002.0,71077.35,10330
2022-01-25T00:00:00,70900.0,72249.55,69815.4,70569.95,11974
2022-01-27T00:00:00,70120.0,71049.0,69459.55,70712.65,10272
2022-01-28T00:00:00,71070.0,72850.0,71070.0,71327.7,9147
2022-01-31T00:00:00,72180.0,72500.05,71401.05,72148.1,6201
2022-02-01T00:00:00,72400.0,72680.0,71200.2,71515.45,12365
2022-02-02T00:00:00,71601.0,72674.65,71185.0,71462.45,8742
2022-02-03T00:00:00,70450.0,71930.0,70111.3,70987.15,10786
2022-02-04T00:00:00,70987.0,71297.5,69851.9,70006.4,11034
2022-02-07T00:00:00,70398.95,70421.85,68600.0,68798.8,12143
2022-02-08T00:00:00,69240.0,69800.0,68500.0,69426.35,11669
2022-02-09T00:00:00,69601.0,70579.85,69601.0,70426.6,5620
2022-02-10T00:00:00,70919.6,70919.6,69501.0,69769.2,14416
2022-02-11T00:00:00,69700.0,69700.0,68038.2,68233.45,15042
2022-02-14T00:00:00,67866.0,67866.0,65708.0,65929.0,18628
2022-02-15T00:00:00,66475.0,66999.9,65007.05,66680.15,14444
2022-02-16T00:00:00,67240.0,67275.0,66000.9,66140.6,12266
2022-02-17T00:00:00,66450.0,66641.4,65439.65,65615.75,7727
2022-02-18T00:00:00,65315.0,66263.3,65210.3,65638.95,19661
2022-02-21T00:00:00,65574.9,65574.9,64602.35,64734.65,10513
2022-02-22T00:00:00,63000.0,65999.05,63000.0,65769.6,26513
2022-02-23T00:00:00,66164.2,66799.95,65701.0,65803.6,11015
2022-02-24T00:00:00,64350.0,65850.0,63000.0,63945.6,43260
2022-02-25T00:00:00,64100.0,65814.95,64022.7,65651.7,19903
2022-02-28T00:00:00,65252.0,66250.0,64450.0,65740.95,13429
2022-03-02T00:00:00,65660.0,66500.0,65140.85,66223.85,18103
2022-03-03T00:00:00,66950.0,66980.0,65723.0,66035.45,13310
2022-03-04T00:00:00,65600.0,66199.95,65000.0,65911.3,18449
2022-03-07T00:00:00,65140.0,66448.0,63741.6,66153.1,29607
2022-03-08T00:00:00,66150.0,66650.0,65501.0,66394.85,8208
2022-03-09T00:00:00,66600.0,66950.0,65890.2,66087.85,6893
2022-03-10T00:00:00,66687.85,67497.8,66555.0,66881.9,9680
2022-03-11T00:00:00,66590.0,68094.05,66365.0,67898.3,7705
2022-03-14T00:00:00,68034.0,68450.0,67405.05,68372.35,6352
2022-03-15T00:00:00,68200.0,68995.0,67500.0,68085.0,9065
2022-03-16T00:00:00,68700.0,68849.9,68186.65,68370.45,7593
2022-03-17T00:00:00,68600.0,69889.0,68500.1,68957.8,14905
2022-03-21T00:00:00,69652.65,69860.0,66588.0,66876.35,12368
2022-03-22T00:00:00,67248.9,67300.0,65900.0,67096.6,9663
2022-03-23T00:00:00,67105.0,67726.6,66611.1,66844.7,8261
2022-03-24T00:00:00,66840.0,67399.95,66450.0,66718.75,7400
2022-03-25T00:00:00,66900.05,67179.65,66000.0,66501.1,5838
2022-03-28T00:00:00,66500.0,66500.0,64955.8,65708.65,9839
